content_id,difficulty
0,0.7613180767664318
1,0.7482363568230588
2,0.464891712100882
3,0.6601318032558638
4,0.5270336310624717
5,0.7267118093333256
6,0.3908846935305683
7,0.7305324524768704
8,0.7608818856649426
9,0.212319050441646
10,0.5825786691008787
11,0.7458311821263182
12,0.6419771976930895
13,0.7435809088077534
14,0.6780099965444568
15,0.6093981697981898
16,0.33993589770130583
17,0.7357583725205845
18,0.6987075909293126
19,0.7051962249788093
20,0.8120273070391977
21,0.6400383606146196
22,0.7256096537321921
23,0.6250703178845489
24,0.5564165017451586
25,0.6691981010772066
26,0.6956165279075377
27,0.5661533123241795
28,0.5428062477569597
29,0.4450567094296831
30,0.7516671984710355
31,0.7227636630585113
32,0.725999283551326
33,0.6782608546430255
34,0.5663178382851444
35,0.7154249077863404
36,0.7624931782882085
37,0.7028574517581971
38,0.8015976011233727
39,0.5003334029837687
40,0.7110449338592875
41,0.8070268728006109
42,0.810123496496582
43,0.7775032703025511
44,0.7766487907903963
45,0.5918706085782768
46,0.7696248661751264
47,0.6476569907553915
48,0.7074542899468592
49,0.6120699124981375
50,0.7695900021684208
51,0.7779416063218023
52,0.6708078840739391
53,0.7107764727976724
54,0.6109343743803664
55,0.5197688971281043
56,0.6100696789994025
57,0.7588699721467103
58,0.2638875137314405
59,0.7211553525896608
60,0.6879232920949891
61,0.6450440977949947
62,0.5667936144245105
63,0.6321324576225171
64,0.5891726748246318
65,0.7360937238873626
66,0.7847258394026451
67,0.7597810632700646
68,0.7891524754608803
69,0.41565663101094485
70,0.8053236866314555
71,0.6904463579388849
72,0.6294784038255052
73,0.7175230474028953
74,0.25242576868920874
75,0.7091249026886299
76,0.49189864633923475
77,0.5979703737869544
78,0.7073032425333494
79,0.7677816872338885
80,0.7002310596248853
81,0.7044125068629881
82,0.6541691838310038
83,0.6803624041599869
84,0.7144175002402475
85,0.6338256349037439
86,0.6389005311592282
87,0.7724124502894332
88,0.4854213611170848
89,0.7710569206394817
90,0.8008491087622633
91,0.7509811616705606
92,0.6762120206708169
93,0.7878155432628486
94,0.7773707797233789
95,0.6234058251117078
96,0.6761965990303045
97,0.754260671406985
98,0.6461819305589431
99,0.7920319777552842
100,0.33851769904965656
101,0.6854956491269912
102,0.7159866787262641
103,0.561107311363797
104,0.7382890406938207
105,0.6381307367488023
106,0.7282995663463048
107,0.5642069666976357
108,0.7160823589348433
109,0.8104631293892997
110,0.5280999508703967
111,0.7188403985912182
112,0.7953394746746287
113,0.7537386415642668
114,0.5710870255692946
115,0.8131484749360736
116,0.6737719599615677
117,0.7813359809104565
118,0.7622291832927308
119,0.740286032192607
120,0.7169287237236177
121,0.6763680558686322
122,0.5765534768157263
123,0.6687151990810729
124,0.6414617118236712
125,0.6553736385296514
126,0.7237257660250318
127,0.763339169947655
128,0.8179985040725346
129,0.6566265998396845
130,0.6426166966327398
131,0.7263643717116093
132,0.7486831887433323
133,0.7294814715955589
134,0.34085207603260703
135,0.7731079670556975
136,0.7324962160709316
137,0.7791456624223285
138,0.715517069744295
139,0.6821853966620646
140,0.7342798284766101
141,0.7424127865300425
142,0.6669345215133147
143,0.6928325211183994
144,0.5987119643699532
145,0.7031592051550946
146,0.6085252622407624
147,0.8002299937364523
148,0.7000175388395924
149,0.49439791603552785
150,0.6722152859808204
151,0.7758263766726889
152,0.7432473629633172
153,0.633600480354608
154,0.7392256527763919
155,0.7503616791155818
156,0.7792909605746792
157,0.46994572545899227
158,0.7894612895616517
159,0.5086176705620069
160,0.7425064660731686
161,0.7653067756581537
162,0.7326433261451744
163,0.7973345340455615
164,0.6214205660553136
165,0.5645522668676086
166,0.7376212776293325
167,0.7933503252481302
168,0.7754339975699236
169,0.6938799060493839
170,0.6172790099924863
171,0.6467819665220076
172,0.39375210832674035
173,0.6695428218063744
174,0.7151802693285427
175,0.3373887165656655
176,0.4275273717681314
177,0.777026723712952
178,0.7914917252429698
179,0.7563500590384218
180,0.5576243895808466
181,0.6477407992906992
182,0.7084191807268241
183,0.6248982369301683
184,0.6819176234536926
185,0.524873511342143
186,0.5848118676984486
187,0.7387277297047292
188,0.7267611024136378
189,0.3144841730106054
190,0.7634732103747268
191,0.6442408257896495
192,0.7883321844834572
193,0.7405450320401612
194,0.5780142013214027
195,0.697745814084596
196,0.7648173617444021
197,0.6518669323231394
198,0.6667919478671702
199,0.3658361586579617
200,0.6251275242451471
201,0.6755463054689181
202,0.5677894951164975
203,0.6984620451304804
204,0.6352129783604326
205,0.7644123799818192
206,0.3157962166218833
207,0.6805560806295334
208,0.5174385027928019
209,0.4730108438802967
210,0.4569915310909318
211,0.7276032871507312
212,0.6763521297689679
213,0.43498641805001803
214,0.6908013301851457
215,0.7214109510171509
216,0.6664013468897723
217,0.5746351117128019
218,0.4941953354284385
219,0.5607335957444175
220,0.5656314833554599
221,0.7188383121023942
222,0.695828129765502
223,0.6354036966047594
224,0.6859369152534189
225,0.6202236103588266
226,0.7782487460070393
227,0.49889183414795424
228,0.7023586531429611
229,0.6963537569807858
230,0.7077055655789752
231,0.6442220411399997
232,0.5038648496834768
233,0.7240325347371801
234,0.6165106129650924
235,0.42395566710633603
236,0.5680161432510831
237,0.6612004323737424
238,0.7228200578860933
239,0.4520194056077571
240,0.4173695522364562
241,0.665185697258101
242,0.6134914666972882
243,0.7395752224298422
244,0.5712998324320542
245,0.6464653105825637
246,0.7367229068635461
247,0.6074527398345184
248,0.6971163364494426
249,0.6734337424837005
250,0.616669523907408
251,0.7301268621523531
252,0.6109724379148374
253,0.49598618834595243
254,0.5728190788201215
255,0.5088099435974762
256,0.7150972696999889
257,0.6886210048315786
258,0.48899643193037434
259,0.5486536452630415
260,0.5750697586477314
261,0.6377780963934931
262,0.6413911466018618
263,0.621985667873308
264,0.704454828989534
265,0.7141795507847049
266,0.6926238002405132
267,0.6539706334402631
268,0.6945614656132335
269,0.6346893519867429
270,0.5666471159545652
271,0.4237818507091409
272,0.6915160002127754
273,0.6518099008580522
274,0.7663597759041361
275,0.6434040198142708
276,0.6287331125185263
277,0.614370903510508
278,0.5683060257020809
279,0.4302210904634882
280,0.698043622285186
281,0.3668753830075413
282,0.5474093615964091
283,0.6898237274499961
284,0.4686601114291611
285,0.4540783577392016
286,0.7452878474859905
287,0.5807317060042732
288,0.5390185698520353
289,0.744640816605501
290,0.5714712820087848
291,0.6477003916661301
292,0.7116484866881541
293,0.6566319244791061
294,0.7336420173181992
295,0.5818177365118042
296,0.5482115516988828
297,0.7180956937478764
298,0.6215580384175343
299,0.5542964853556105
300,0.7074482710878098
301,0.7223955878960822
302,0.4770577222111674
303,0.6373647144741856
304,0.6526576603704324
305,0.6635911945001334
306,0.632840104490896
307,0.6118678425901638
308,0.5568801263847885
309,0.40092127896497076
310,0.5381008838202743
311,0.5445772420423431
312,0.750724797783318
313,0.6738329913379721
314,0.7967731441447834
315,0.6277212001327572
316,0.7610943216220594
317,0.7799243753142979
318,0.6488030766255533
319,0.4931407832998287
320,0.7574579967231609
321,0.6927093260533792
322,0.4782031190538385
323,0.7825960517319834
324,0.6371555083244362
325,0.45280828503542536
326,0.6446886024924072
327,0.7012617006484287
328,0.63110104854711
329,0.5481837179781006
330,0.7317279342460934
331,0.5639308682122042
332,0.715331054686537
333,0.7177596722328579
334,0.6090096620187189
335,0.5554459738155622
336,0.7169891723650104
337,0.7042378169865458
338,0.6632137123769344
339,0.6927717783922513
340,0.662058358251264
341,0.7114192174168947
342,0.7609723536165336
343,0.6852726089301349
344,0.72526763337127
345,0.7511267644947992
346,0.7213386743082648
347,0.6006673888918797
348,0.6775999156646466
349,0.709647124357192
350,0.64201440445283
351,0.6937077009984329
352,0.65692224261788
353,0.5727490757479621
354,0.6629005743425085
355,0.6117241170996375
356,0.7434514568782651
357,0.7650713101055897
358,0.7048678239901072
359,0.6628358306590032
360,0.6612505603909946
361,0.7428276202260675
362,0.6523355167164113
363,0.42162628355130227
364,0.687873695714659
365,0.4699452202149288
366,0.7326761130425674
367,0.6547992951578332
368,0.5330383703093662
369,0.6517005942574785
370,0.7175458846784106
371,0.7842545121177711
372,0.7312746249136071
373,0.6940907676047261
374,0.5293135449226811
375,0.5755150742300492
376,0.5905678197512305
377,0.5579582202759108
378,0.7726576732482777
379,0.5768548137638141
380,0.7891622596768326
381,0.6061931779356151
382,0.707651404025178
383,0.5129800708780903
384,0.7607748615775618
385,0.7036144156930026
386,0.5091827209582382
387,0.7210386336045478
388,0.6234117681032552
389,0.6544097835760945
390,0.7190702439237839
391,0.6382790260273297
392,0.6371978432142054
393,0.6434293544762753
394,0.7923865892557
395,0.5289910422976409
396,0.6287918185907304
397,0.7858470327310565
398,0.527208705811627
399,0.652903272309062
400,0.7239312341888953
401,0.7744561466718864
402,0.4002295912635989
403,0.5217178583678843
404,0.5996385132169737
405,0.4847243332428284
406,0.449193721161
407,0.5451900804887766
408,0.7242850501780844
409,0.6563354488542357
410,0.7005648541191014
411,0.5644972841714182
412,0.6423079361724973
413,0.5226767653737596
414,0.42352105721279987
415,0.6648647592997208
416,0.7183733413769882
417,0.7016227334007061
418,0.59348342377993
419,0.6691504549944938
420,0.5243341049801242
421,0.454016033065338
422,0.4430016780964203
423,0.5073182185259948
424,0.6289109725703776
425,0.45630888622093635
426,0.5267282453770534
427,0.5387077363171002
428,0.6661080435100619
429,0.6118936836433817
430,0.6118690792649402
431,0.737904076639905
432,0.6732956216541783
433,0.5558780357878981
434,0.5531243571792728
435,0.6853865810781452
436,0.7056653085651272
437,0.5030527852982203
438,0.6155710539702026
439,0.5957962346448844
440,0.7008469713872878
441,0.6384962808285048
442,0.7140731956635558
443,0.7411633783296745
444,0.6120385840013927
445,0.6393239061025939
446,0.4679979778404837
447,0.5552760068008058
448,0.7915599471821877
449,0.5807214727013226
450,0.7581862475516203
451,0.6082606188416764
452,0.7772471679793069
453,0.6645470291028077
454,0.6373333623079518
455,0.5834941221715719
456,0.7302956958129376
457,0.7120986583139934
458,0.5988351542646384
459,0.4174249729421762
460,0.7286821126072356
461,0.5712625245357617
462,0.6977884263296954
463,0.6563006368895687
464,0.5103873450975727
465,0.6942738073832941
466,0.7111270246822581
467,0.691335149806688
468,0.756517277981013
469,0.7600216709044132
470,0.7278716260516456
471,0.5959860425101469
472,0.6736002453967291
473,0.5730214802521261
474,0.5076714835552947
475,0.5579052729851719
476,0.6639696386561298
477,0.5717631326618051
478,0.7823484629381132
479,0.6237706427010508
480,0.6767251389969318
481,0.7936118262685743
482,0.513147838834189
483,0.6522874521675097
484,0.6346435248819347
485,0.7212469835404711
486,0.7812172564800446
487,0.6725277967910641
488,0.5849354428202367
489,0.6249802148599044
490,0.6777150736768871
491,0.752699227722089
492,0.655667267766187
493,0.5314962826435574
494,0.7140831448612659
495,0.6705972784338015
496,0.6473964699072796
497,0.6796931062777261
498,0.5759815495565841
499,0.6530941444533656
500,0.3797320044768131
501,0.6019642691764109
502,0.5775573524206106
503,0.6458785360383816
504,0.6970184535373645
505,0.5959468558286176
506,0.6728954742322766
507,0.5377652402982998
508,0.679335781817334
509,0.6507130514666517
510,0.549125644704195
511,0.782689845186145
512,0.6700458494862727
513,0.7358570192316913
514,0.6399403570832518
515,0.7480539733009965
516,0.4631286447323051
517,0.7587144336979414
518,0.7073554175240895
519,0.7705088499522184
520,0.6811351539171715
521,0.3776882617438073
522,0.7374131084950624
523,0.7882841821521693
524,0.5749335915114664
525,0.4693837537887737
526,0.5576260166179965
527,0.6344152855484646
528,0.6949429082454575
529,0.5982804128365151
530,0.6614097837990474
531,0.6169723284813937
532,0.5753836298062995
533,0.6903012772573536
534,0.45425550278046223
535,0.7844648515085753
536,0.6440918212905997
537,0.7503471644959672
538,0.5239362621464874
539,0.6893410132476627
540,0.6472023734403674
541,0.6514174558628945
542,0.5661921233491607
