-3~0,-3~1,-3~2,-3~3,-2~1,-2~2,-1~1,-1~2,0~3,-1~3,-2~3,mean,var
0.5651282051282052,0.9095970695970697,0.9598534798534799,0.9772893772893773,0.8895238095238095,0.9397802197802197,0.8312087912087912,0.8814652014652015,0.41216117216117215,0.8989010989010989,0.9572161172161172,21185.947,38297972.0
0.5398605223574456,0.9138520443046629,0.9629427047723232,0.9762067550936688,0.8912894844796937,0.940380144947354,0.823738547791604,0.8728292082592644,0.43634623273622314,0.8860932585806098,0.9536441952686996,21297.697,35455212.0
0.5507220134896564,0.9007967045403106,0.9565433887103345,0.9778416549726133,0.8763297270381604,0.9320764112081843,0.8056901000407406,0.8614367842107645,0.42711964148295684,0.8827350504730433,0.9533746774704631,22510.066,49951320.0
0.5644206993995055,0.8967237725185447,0.9578329212292476,0.9751412928293889,0.8733221476510067,0.9344312963617096,0.821617802896503,0.8827269516072059,0.41072059342988343,0.9000353232073472,0.9517396679618509,22372.541,42698524.0
0.5293630836808098,0.9099850399465258,0.9577935512620556,0.9738039914695865,0.8920648056784544,0.9398733169939841,0.854473692586816,0.9022822039023458,0.44444090778877676,0.9182926441098768,0.9558837572015151,22518.805,30571472.0
0.5145590682196339,0.9029742096505824,0.9575707154742097,0.9758735440931781,0.8824875207986689,0.9370840266222962,0.8200915141430949,0.8746880199667221,0.46131447587354407,0.8929908485856906,0.9553868552412645,21609.455,36685930.0
0.48232751692236253,0.9064313907592292,0.9584040292189816,0.9764783625939883,0.8796770909610473,0.9316497294207998,0.8296869139683163,0.8816595524280688,0.4941508456716258,0.8997338858030755,0.9497240627958065,21938.22,40537020.0
0.5185840707964602,0.9122368019530058,0.961245041196216,0.9758315532499237,0.8902654867256637,0.9392737259688739,0.8242294781812634,0.8732377174244736,0.4572474824534635,0.8878242294781813,0.9538602380225816,21558.482,36965972.0
0.5434060721062619,0.9128320683111955,0.9571869070208728,0.976280834914611,0.8935009487666035,0.9378557874762808,0.8119070208728653,0.8562618595825426,0.43287476280834913,0.8753557874762808,0.9569497153700189,21272.406,39340320.0
0.5417417417417417,0.9071857571857572,0.9575075075075075,0.9771986271986272,0.8811883311883312,0.9315100815100815,0.825997425997426,0.8763191763191763,0.43545688545688543,0.896010296010296,0.9512012012012012,22523.72,43914700.0
0.5540743645036921,0.8983205907338431,0.9595504149513168,0.9753969809841208,0.8760047049598118,0.9372345291772854,0.8102986342547213,0.871528458472195,0.4213226164804287,0.887375024504999,0.9530810952100895,22411.434,40388188.0
0.5517084971273057,0.9118536437859087,0.9606894466283641,0.9755065013607499,0.8923495615361354,0.9411853643785909,0.8155427880254007,0.8643785908678561,0.4237980042334442,0.8791956456002419,0.9560024191109767,21331.94,39529270.0
0.46547761790567543,0.9079236610711431,0.9602817745803357,0.9760191846522782,0.8844924060751399,0.9368505195843325,0.8246402877697842,0.8769984012789768,0.5105415667466027,0.8927358113509193,0.952587929656275,21971.85,39356890.0
0.528015301530153,0.9076282628262826,0.9602835283528353,0.9772727272727273,0.8820882088208821,0.9347434743474348,0.814018901890189,0.8666741674167416,0.44925742574257427,0.8836633663366337,0.9517326732673267,21503.852,38685284.0
0.4786336235766912,0.9084393837910247,0.9578700602813128,0.9742799732083054,0.885934360348292,0.9353650368385801,0.8314802411252512,0.8809109176155392,0.4956463496316142,0.8973208305425319,0.9517749497655726,21954.04,39590110.0
0.6048161470823341,0.9084732214228617,0.9578337330135891,0.9744204636290967,0.8864408473221422,0.9358013589128698,0.8308852917665868,0.8802458033573142,0.36960431654676257,0.8968325339728217,0.9523880895283773,22007.543,39657660.0
0.5009366804046459,0.9012738853503185,0.9595354065192956,0.9782690146122143,0.8759835144248782,0.9342450355938554,0.8224053952791308,0.8806669164481079,0.4773323342075684,0.8994005245410266,0.9529786436867741,20872.293,34242444.0
0.5235546038543897,0.9069712110397335,0.9569355222460147,0.9759695455626933,0.8817511301451344,0.9317154413514157,0.8188198905543659,0.8687842017606472,0.4524149417083036,0.8878182250773258,0.9507494646680942,21497.105,37892624.0
0.48846302374975864,0.9144622513998841,0.9605618845336937,0.9757192508206217,0.8921123769067387,0.9382120100405483,0.8336551457810388,0.8797547789148484,0.4872562270708631,0.8949121452017764,0.9533693763274763,21870.748,38320030.0
0.5065999089667729,0.9038689121529359,0.9592171142467001,0.9738734638142922,0.882385070550751,0.9377332726445152,0.8241238051888939,0.8794720072826582,0.46727355484751937,0.8941283568502504,0.9523896222121074,21664.553,38628670.0
0.4491325765688584,0.9173270507603342,0.9646605268794174,0.9762261726279717,0.894624116513172,0.9419575926322553,0.8256585992717926,0.872992075390876,0.5270935960591133,0.8845577211394303,0.9535232383808095,20883.236,38185450.0
0.48045544199390355,0.9113322574861037,0.9578626501703424,0.9757037833960911,0.8899049668280438,0.9364353595122826,0.8342298726914111,0.88076026537565,0.49524834140218754,0.8986013986013986,0.9542764927380312,21880.213,38297216.0
0.5224239188467699,0.908969567538708,0.9600907634810465,0.9738387613454351,0.885477843032568,0.9365990389749066,0.8270154831820609,0.8781366791243994,0.45141484249866526,0.891884676988788,0.9503470368392952,21468.227,37027172.0
0.505541346973572,0.9121909633418585,0.9563999512848618,0.9735720375106565,0.8894166362197052,0.9336256241627086,0.8312020460358056,0.8754110339788089,0.4680306905370844,0.8925831202046036,0.9507977103885032,21757.545,40352036.0
0.5609182935647143,0.8906362979031092,0.9511328030850807,0.9787900698963605,0.8691250903832248,0.9296215955651964,0.8032658471920945,0.8637623523740661,0.4178717763316462,0.8914196191853458,0.9572788623764763,22857.086,61805720.0
0.5159828131639832,0.912790972189433,0.9617545682043533,0.9725671655885547,0.8994758959346523,0.9484394919495727,0.8650550073185703,0.9140186033334907,0.4565843524245715,0.9248312007176921,0.959252089333774,22444.707,23500360.0
0.5135378047410404,0.9082125603864735,0.9602291877317155,0.974721941354904,0.8882148073250197,0.9402314346702618,0.8221548140658353,0.8741714414110774,0.4611841366138636,0.8886641950342659,0.9547241882934502,21563.566,39656588.0
